qid,aid1,pid1,act1,aid2,pid2,act2,sim,rel,ma,pac
210_13,2888,590,water the garden,2691,551,pull weeds,1.55556,2.66667,2.88889,1.33333
210_14,1810,375,brush one's teeth,2767,566,comb one's hair,1.55556,2.22222,3.0,1.11111
210_15,1069,222,work in one's lab,2380,489,go to office to work,2.77778,3.11111,3.22222,-0.33333
210_16,4491,911,go swimming with someone,2703,553,paint a ceramic lion,0.0,0.0,0.66667,-0.22222
210_17,2895,592,teach class,2550,523,study mathematics,1.44444,2.33333,2.33333,0.22222
210_18,3188,650,clean out old email,798,165,vacuum the house,0.77778,0.55556,2.11111,0.22222
210_19,2725,558,make lunches for one's kids,3680,749,make soap,0.77778,0.88889,0.88889,-0.0
210_20,559,115,go to the sports arcade with one's grandson,4462,905,play a video game,1.77778,1.88889,1.77778,0.22222
210_21,2734,559,fill up a bag with giveaway clothes,3140,641,fill car's tank with gas,0.44444,0.77778,0.44444,-0.0
210_22,2091,431,go to a party,3869,787,go to bible study at church,0.66667,0.66667,0.88889,-0.66667
210_23,535,110,make bean soup,73,15,bake butternut squash,2.55556,2.33333,3.22222,0.77778
210_24,2052,423,surf the web on one's ipad,3078,628,watch youtube videos,2.77778,3.22222,3.66667,1.33333
210_25,2108,434,pick flowers,286,58,research online for jewelry to gift to friends and family,0.44444,0.44444,0.77778,-0.11111
211_1,1737,360,feed one's dogs,1412,293,play with dogs,2.0,2.57143,3.0,1.85714
211_2,3722,757,sit by the fire with friends,3612,735,sit outside with one's five dogs and watch them sniff around and lay in the sun,1.14286,0.57143,1.57143,-0.42857
211_3,2832,579,make a nice ham sandwich,835,173,make lunch for onself and one's spouse,2.85714,3.0,3.14286,1.28571
211_4,2287,470,start reading game of thrones,198,40,read a mystery novel,3.28571,3.0,3.57143,1.28571
211_5,4348,882,vacuum living room,4018,816,do house cleaning,3.57143,3.85714,4.0,1.85714
211_6,4135,840,take one's dog for a walk,379,76,take a walk along the river,2.57143,2.42857,2.28571,0.71429
211_7,2211,455,go shopping for oneself,4181,849,go to the bookstore for a new release,2.28571,2.0,2.14286,0.57143
211_8,4926,998,yoga class,1734,359,exercise in the gym for 1 hour,3.0,3.0,3.57143,0.57143
211_9,239,48,go to the doctor for one's daughter,573,118,make appointments for doctors visits,2.57143,3.0,3.14286,1.14286
211_10,271,55,play a sports with friends,747,154,use one's sewing machine to make a purse,0.28571,0.28571,0.57143,-0.57143
211_11,1200,250,buy an awesome burrito,2571,527,eat at a restaurant one has never been to,1.85714,2.0,2.57143,0.28571
211_12,4894,992,do a fundraising activity for child's club,4572,927,walk one's son to school,1.14286,1.0,1.42857,1.14286
211_13,2163,445,camp,2468,506,go camping,4.0,4.0,4.0,2.0
211_14,2448,502,watch a movie with one's kids,4286,870,read to one's kids,2.42857,2.28571,3.14286,1.14286
211_15,841,174,watch a fight,777,160,watch a ufc fight,3.42857,3.57143,3.85714,1.85714
211_16,3495,712,watch videos on one's computer,744,154,use one's computer to check one's etsy site,1.57143,1.57143,1.0,0.28571
211_17,2773,567,read a horror novel,2799,572,bartend,0.0,0.0,0.0,-0.0
211_18,4918,996,work,4626,938,start one's work day at 8:00am everyday,3.0,3.0,3.28571,2.0
211_19,1072,222,tutor one's sister in organic chemistry,1877,388,study for exams,1.14286,1.42857,1.14286,0.42857
211_20,1764,365,take a walk with one's son,2200,453,color daniel tiger pictures with one's 13 month old son,1.57143,1.57143,3.0,1.42857
211_21,4596,932,play basketball,3023,617,enjoy one's favorite sports team on television,0.85714,1.28571,1.42857,0.14286
211_22,326,66,cook a nice meal,773,160,go to a restaurant,1.0,1.85714,2.42857,-1.42857
211_23,2181,449,sit through new product training,1162,242,sit on the couch with one's spouse,0.28571,0.28571,0.57143,-0.28571
211_24,4558,924,cycle,2809,574,lift weights and exercise,2.71429,2.71429,3.0,1.0
211_25,2203,453,talk to one's son about high school,2988,610,take care of one's son,2.28571,2.85714,3.0,1.28571
212_1,4106,834,go to a shopping mall to look for new shoes but not buy anything,1847,382,go grocery shopping and spend more than i planned,1.125,0.75,1.375,0.5
212_2,1646,342,feed one's snake,4087,830,feed horses,2.375,2.125,3.0,0.5
212_3,4585,930,make coffee,554,114,make bracelets,0.75,0.75,0.875,-0.0
212_4,119,25,drive from sonoma to southern california,1965,406,drive one's daughter to her first day of school,1.375,1.125,1.125,0.75
212_5,1063,221,go to a doctor appointment,1104,231,take a friend to a doctor appt,2.125,2.5,2.25,0.75
212_6,2693,551,kill a cockroach,3678,748,take care of one's animals,0.25,0.0,0.375,-0.375
212_7,4428,898,read books about social issues,4424,898,blog about feminism,2.0,2.375,2.75,1.0
212_8,2046,422,clean one's bird's cage,1083,226,feed pets,1.375,2.0,2.25,1.125
212_9,2748,562,watch true detective,3512,715,watch big brother on cbs,2.625,2.125,2.75,-0.0
212_10,322,65,hang out with one's girlfriend/boyfriend,2356,484,hang out at one's sister in laws house with our kids,1.875,1.5,2.125,-0.5
212_11,2921,597,go out for drinks with family,2501,513,meet friends at a local restaurant for food and drinks,2.375,2.25,2.625,-0.0
212_12,3232,659,take a long walk,448,93,take one's spouse to the beach for a picnic,1.5,2.0,1.875,0.75
212_13,2269,466,go to work for 8 hours,164,34,visit with one's significant other before work,0.375,0.5,0.25,-0.5
212_14,1587,330,visit with one's sister,2452,503,talk with one's sister by cell phone,1.75,2.125,3.25,-0.375
212_15,701,145,skype boyfriend,1864,385,go to the post office everyday,0.125,0.125,0.5,-0.625
212_16,991,205,go fishing with one's spouse,4490,911,play yu-gi-oh,0.0,0.125,0.875,-1.0
212_17,4719,957,play computer games,1396,290,play a video game on one's computer,3.75,3.875,4.0,1.5
212_18,3384,690,do freelance work,4199,853,give a presentation at work,1.125,1.125,1.375,-1.0
212_19,3457,704,take pictures of one's child,2447,502,draw pictures for one's daughter,1.5,1.75,2.375,0.375
212_20,4361,885,replace a light bulb,1862,385,work outside on house,1.0,1.375,1.375,0.75
212_21,4806,974,eat sushi,2702,553,eat lunch with one's sister,1.875,2.375,2.75,0.25
212_22,3367,686,eat out at a new restuarant,4732,959,cook dinner for one's family,0.5,0.625,1.25,-1.25
212_23,4784,970,play world of warcraft,1396,290,play a video game on one's computer,3.5,3.375,3.75,1.0
212_24,3026,618,chillax,3416,696,relax,3.75,3.75,3.625,1.375
212_25,2381,489,pick up kids from school,4347,882,make dinner for one's kids,1.0,1.25,2.125,0.5
213_1,2285,470,have a three day party with friends,136,28,text friends,1.0,1.875,2.875,0.625
213_2,3696,752,clean the room,3680,749,make soap,0.25,0.5,0.625,0.5
213_3,1801,373,play fallout 3,4784,970,play world of warcraft,3.375,3.25,3.5,0.25
213_4,1939,400,visit one's mom,3074,627,travel internationally,1.375,1.5,0.75,-0.125
213_5,2861,585,replant some hostas,156,32,make some new friends in different fb forums,0.0,0.0,0.125,-0.5
213_6,2060,425,drive one's boat on the lake with family,2856,584,go fishing on one's boat,3.25,3.375,3.375,1.0
213_7,1934,399,watch vacation at the movie theatre,888,183,watch jurassic world with a good friend,2.875,2.875,3.0,-0.0
213_8,2538,520,check one's mail,3510,715,check one's emails in one's hotmail account,3.375,3.375,3.375,1.375
213_9,541,111,play in an airsoft battle,1548,322,check out books at local public library,0.0,0.0,0.375,-0.875
213_10,4122,837,started a new job,3506,714,apply for jobs,1.625,2.875,2.75,0.25
213_11,4110,835,build a table for one's living room,1299,270,build a shelf in one's sons room,3.25,3.75,3.75,1.0
213_12,685,142,crochet for one's business,4903,993,knit,2.875,3.0,2.375,0.875
213_13,1881,389,watch all the matrix movies in a row,3578,728,watch movies with family,3.125,3.25,3.25,0.75
213_14,3638,740,go to amusement park,3383,689,visit amusement park,4.0,4.0,4.0,1.75
213_15,611,126,go to movies to see jurassic world,1122,234,watch all of the lord of the rings movies,3.25,3.375,3.25,0.5
213_16,3764,766,get the oil changed in one's car,2494,511,wash one's car,1.5,2.625,2.625,1.125
213_17,4497,912,play games,4719,957,play computer games,3.375,3.75,3.625,1.375
213_18,4703,953,evaluate the assessments for urology,660,136,fly fish,0.0,0.25,0.0,-0.25
213_19,4362,885,review and read material on leadership skills,3843,781,cook yummy meals,0.0,0.0,0.0,-0.25
213_20,960,199,visit people,2498,512,have a long chat with a friend one hasn't seen in awhile,2.5,2.5,3.125,-0.25
213_21,3377,688,read a biography,4689,951,make progress in the novel i'm reading,2.875,2.5,3.125,0.75
213_22,414,86,make a new eliquid,123,25,smoke marijuana cigarettes,0.375,0.625,0.625,-0.0
213_23,3839,781,spend time with one's boy,716,148,make breakfast for one's daughters,2.375,3.25,3.5,0.75
213_24,1303,271,go swimming at the pool,2182,449,clean the pool,0.625,1.75,0.75,0.5
213_25,1718,356,have dinner with one's family,4169,847,go to a cookout,2.125,2.25,2.25,0.5
214_1,2589,530,eat lunch with parents,2886,590,spend quality time with one's parents,2.55556,2.66667,3.66667,1.55556
214_2,2150,443,take bike rides,2941,601,ride the train,0.55556,1.0,1.77778,-0.55556
214_3,2403,493,swim in the pool and play in a mini basketball tournament,1222,254,swim 1 mile in a pool,1.66667,2.0,2.66667,1.22222
214_4,2205,454,take the train to work,4853,983,drive to work,1.11111,1.0,2.44444,-1.55556
214_5,4795,972,go swimming,884,183,go to the local gym to exercise,1.33333,1.33333,2.33333,-0.0
214_6,3726,758,redecorate one's apartment,2484,509,shop for furniture,2.0,2.0,3.0,1.44444
214_7,4259,865,go to a doctor's appointment,1527,317,take one's dad to several doctor appointments,1.77778,1.66667,2.22222,0.66667
214_8,699,145,make s'mores,1295,269,make a dessert,2.66667,3.33333,3.44444,0.88889
214_9,981,203,commute,2941,601,ride the train,2.55556,2.55556,2.77778,1.33333
214_10,3976,808,make spaghetti sauce,1762,365,cook for one's family,2.33333,2.55556,2.55556,0.88889
214_11,3969,807,spend quality time with spouse,3530,719,have nice conversations with one's spouse,3.44444,3.55556,3.77778,1.55556
214_12,4732,959,cook dinner for one's family,4032,819,cook dinner for family,3.66667,3.44444,3.88889,1.77778
214_13,3323,677,see a band in concert,4590,931,mow one acre of land,0.0,0.0,0.0,-0.88889
214_14,3711,755,go to the movies with one's son,1998,412,go out to dinner with one's son,2.33333,2.22222,2.88889,1.22222
214_15,3146,642,go to a birthday party,1691,351,cook for a party,0.88889,1.11111,1.33333,-0.0
214_16,2473,507,assist one's children with homework,2500,513,help one's mother make flight arrangements to attend a funeral,0.33333,0.22222,1.11111,-0.33333
214_17,165,34,have coffee with a friend,4302,873,spend time with a friend helping her pick the italian plums off of her plum tree in her backyard,0.44444,0.88889,1.44444,0.22222
214_18,3450,703,visit one's son,4849,983,play with kids,1.88889,2.22222,3.0,1.22222
214_19,4493,911,go to the pet blessing at church,2540,521,pray,1.55556,1.77778,2.44444,1.11111
214_20,3800,773,look for cars on craigslist,3140,641,fill car's tank with gas,0.11111,0.22222,0.77778,-0.55556
214_21,4572,927,walk one's son to school,3574,728,play outdoors with kids,0.88889,1.0,1.22222,1.11111
214_22,3584,730,go to the library,4526,918,read a lot of books,2.88889,3.44444,3.66667,1.66667
214_23,216,44,vacuum the floor,4824,978,clean house,3.11111,3.33333,3.77778,1.66667
214_24,3532,719,have a great arby's sandwich,4444,902,get fast food,3.33333,3.22222,3.66667,1.33333
214_25,4578,928,draw,2200,453,color daniel tiger pictures with one's 13 month old son,2.33333,2.33333,2.77778,1.0
215_1,3953,803,play tennis,1787,370,play sports,2.85714,3.28571,3.42857,1.0
215_2,4058,824,visit a religious place,3869,787,go to bible study at church,3.0,3.14286,2.85714,1.42857
215_3,2574,527,go out with one's friend for her/his birthday,3956,804,go to one's cousin's birthday party,3.0,3.14286,3.28571,0.42857
215_4,2794,571,help elderly momma,2117,436,help a friend fix his truck,1.14286,1.14286,2.57143,0.28571
215_5,3592,731,give kids a bath,1658,344,take a bath and read entertainment weekly,0.71429,1.0,0.57143,-0.14286
215_6,2830,579,jog 5 miles at the health center,3724,758,lift weights in the gym,1.85714,2.42857,3.71429,0.57143
215_7,3767,766,go for a walk on the beach,448,93,take one's spouse to the beach for a picnic,2.14286,2.14286,2.0,0.71429
215_8,939,195,jog around the block,4734,960,run,3.28571,3.14286,3.28571,1.14286
215_9,2116,436,play a game on one's computer,1331,277,play some boardgames with one's friends,1.85714,2.14286,2.57143,-0.42857
215_10,3547,722,go to physical therapy,4612,935,do lots of exercise,1.28571,1.71429,1.42857,-0.28571
215_11,4919,997,have a conversation with one's brother,3551,723,talk on the phone with family,2.85714,2.85714,3.28571,1.0
215_12,2304,473,fish for mackerels,55,11,do car shopping,0.28571,0.28571,0.71429,-0.28571
215_13,265,54,read a book to one's daughter,3264,665,go to one's daughter's lacrosse game,1.14286,1.42857,2.85714,0.71429
215_14,4776,968,talk to one's son about his career choice,2516,516,drive to new york at 3am for business,0.0,0.14286,0.0,-0.57143
215_15,3286,670,go to get coffee,3582,729,go out to breakfast,2.0,2.14286,2.42857,0.71429
215_16,4913,995,go to the dentist,1810,375,brush one's teeth,1.42857,2.14286,2.85714,0.85714
215_17,4128,838,go for a 30 minute walk,4775,968,wash a very dirty car,0.0,0.14286,0.14286,-0.14286
215_18,2808,574,listen to motivational recordings on youtube,1210,252,drink a 12 pack of beer,0.0,0.0,0.0,-0.57143
215_19,3724,758,lift weights in the gym,4252,863,exercise on the treadmill every day,2.14286,2.57143,3.71429,0.85714
215_20,1911,395,work in childcare at church,4929,999,order charging cables,0.0,0.0,0.0,-0.42857
215_21,1787,370,play sports,3333,679,walk in the park,1.28571,1.42857,2.28571,-0.14286
215_22,3396,692,make a casserole for dinner,4179,849,order chinese food for dinner,0.85714,1.42857,2.28571,-0.71429
215_23,2854,583,switch medical records of three pets to a new vet,1172,244,feed the pets,0.57143,1.28571,2.0,0.14286
215_24,3661,745,go to get ice cream,699,145,make s'mores,0.57143,1.0,1.57143,-0.42857
215_25,1481,308,ride one's bicycle,1734,359,exercise in the gym for 1 hour,1.28571,1.71429,2.71429,0.42857
216_1,4068,826,go biking with one's son,2837,580,work on a new crochet pattern,0.0,0.0,0.33333,-0.55556
216_2,102,21,mop the floors,3761,765,clean up,3.0,3.55556,3.55556,1.44444
216_3,4884,990,go to the swap meet,3313,675,buy a new laptop computer,0.88889,0.88889,1.0,-0.44444
216_4,1996,412,groom one's dog,2995,612,email medical bill collectors about insurance billing,0.0,0.0,0.11111,-0.22222
216_5,2035,420,feed wild birds,2046,422,clean one's bird's cage,1.33333,1.55556,2.0,0.88889
216_6,4640,941,discuss with one's son the loss of an old classmate,2915,596,make flashcards for one's speech midterm,0.11111,0.11111,0.11111,-0.33333
216_7,4459,905,bake a birthday cake,3809,775,work on a tech communications class project,0.0,0.0,0.11111,-0.55556
216_8,3915,796,visit one's sister at her house,370,75,browse tumblr,0.0,0.11111,0.44444,-0.55556
216_9,2545,522,make lunches for one's son,3976,808,make spaghetti sauce,2.33333,2.33333,2.88889,1.0
216_10,4282,869,go to the store for some groceries,113,23,go to starbucks and buy coffee,1.55556,1.55556,2.22222,-0.11111
216_11,3567,726,gamble,2835,580,go to the casino,3.55556,3.77778,3.77778,1.66667
216_12,1235,257,attend a concert,3134,639,record one's own music,0.88889,1.22222,1.55556,0.55556
216_13,93,19,go to a chinese buffet,453,94,eat lots of food,2.66667,2.88889,3.0,0.77778
216_14,3224,657,make bed,3696,752,clean the room,2.77778,2.88889,3.22222,1.55556
216_15,4668,946,buy a new baby parakeet named artemis,4409,895,take care of pets,1.44444,1.55556,2.11111,0.66667
216_16,3262,665,go thrift store shopping,4884,990,go to the swap meet,2.44444,2.11111,2.44444,1.0
216_17,4602,933,spend time alone with one's fiancee,322,65,hang out with one's girlfriend/boyfriend,3.33333,3.0,3.88889,1.22222
216_18,4380,889,eat lunch with one's partner,3367,686,eat out at a new restuarant,2.55556,2.66667,2.77778,0.77778
216_19,2935,600,go shopping at the grocery store,3955,804,shop in a mall with one's family,2.22222,2.22222,2.66667,0.77778
216_20,2000,413,take one's kids to school,598,123,spend time with kids,2.11111,2.22222,2.77778,0.88889
216_21,2446,502,sing songs with one's son,1511,314,sing at church,1.77778,1.55556,1.66667,0.44444
216_22,904,187,play with legos,4110,835,build a table for one's living room,0.33333,0.33333,0.22222,-0.22222
216_23,1427,297,read a story book,2831,579,read a novel by james patterson,3.44444,3.11111,3.44444,1.33333
216_24,3994,812,go to visit one's doctor,2856,584,go fishing on one's boat,0.11111,0.11111,0.11111,-0.33333
216_25,3044,621,go to the store to get food,2050,423,go to a fast food restaurant with friends and take food to go,2.33333,2.22222,3.0,0.44444
